Code,Disease,Symptom1,Symptom2,Symptom3,Symptom4,Symptom5,Symptom6,Symptom7,Symptom8,Symptom9,Symptom10,Symptom11
412,Pityriasis rosea,Skin_rash,Abnormal_appearing_skin,Vaginal_itching,Fears_and_phobias,Weight_gain,Excessive_appetite,Skin_growth,Dry_or_flaky_scalp,,,
412,Pityriasis rosea,Skin_rash,Abnormal_appearing_skin,Skin_swelling,Warts,Vaginal_itching,Fears_and_phobias,Weight_gain,Acne_or_pimples,Excessive_appetite,Skin_growth,Dry_or_flaky_scalp
412,Pityriasis rosea,Skin_rash,Abnormal_appearing_skin,Vaginal_itching,Fears_and_phobias,Weight_gain,Acne_or_pimples,Excessive_appetite,Skin_growth,Dry_or_flaky_scalp,,
412,Pityriasis rosea,Skin_rash,Abnormal_appearing_skin,Skin_swelling,Warts,Vaginal_itching,Fears_and_phobias,Weight_gain,Acne_or_pimples,Excessive_appetite,,
412,Pityriasis rosea,Skin_rash,Abnormal_appearing_skin,Vaginal_itching,Fears_and_phobias,Weight_gain,Acne_or_pimples,Excessive_appetite,Skin_growth,Dry_or_flaky_scalp,,
412,Pityriasis rosea,Skin_rash,Abnormal_appearing_skin,Skin_swelling,Warts,Vaginal_itching,Weight_gain,Acne_or_pimples,Excessive_appetite,Skin_growth,Dry_or_flaky_scalp,
412,Pityriasis rosea,Skin_rash,Abnormal_appearing_skin,Vaginal_itching,Fears_and_phobias,Weight_gain,Excessive_appetite,Skin_growth,Dry_or_flaky_scalp,,,
412,Pityriasis rosea,Skin_rash,Abnormal_appearing_skin,Skin_swelling,Warts,Vaginal_itching,Weight_gain,Acne_or_pimples,Excessive_appetite,,,
412,Pityriasis rosea,Skin_rash,Abnormal_appearing_skin,Vaginal_itching,Fears_and_phobias,Weight_gain,Excessive_appetite,Skin_growth,Dry_or_flaky_scalp,,,
413,Allergy to animals,Nasal_congestion,Itchiness_of_eye,Cough,Fever,Sore_throat,Smoking_problems,Acne_or_pimples,Peripheral_edema,Abnormal_appearing_skin,Cross-eyed,Wrist_weakness
413,Allergy to animals,Nasal_congestion,Itchiness_of_eye,Sore_throat,Smoking_problems,Acne_or_pimples,Peripheral_edema,Abnormal_appearing_skin,Cross-eyed,Wrist_weakness,,
413,Allergy to animals,Nasal_congestion,Itchiness_of_eye,Cough,Fever,Sore_throat,Smoking_problems,Acne_or_pimples,Peripheral_edema,Abnormal_appearing_skin,,
413,Allergy to animals,Nasal_congestion,Itchiness_of_eye,Sore_throat,Smoking_problems,Acne_or_pimples,Peripheral_edema,Abnormal_appearing_skin,Cross-eyed,Wrist_weakness,,
413,Allergy to animals,Nasal_congestion,Itchiness_of_eye,Cough,Fever,Sore_throat,Acne_or_pimples,Peripheral_edema,Abnormal_appearing_skin,Cross-eyed,Wrist_weakness,
413,Allergy to animals,Nasal_congestion,Itchiness_of_eye,Sore_throat,Smoking_problems,Acne_or_pimples,Abnormal_appearing_skin,Cross-eyed,Wrist_weakness,,,
413,Allergy to animals,Nasal_congestion,Itchiness_of_eye,Cough,Fever,Sore_throat,Acne_or_pimples,Peripheral_edema,Abnormal_appearing_skin,,,
413,Allergy to animals,Nasal_congestion,Itchiness_of_eye,Sore_throat,Smoking_problems,Acne_or_pimples,Abnormal_appearing_skin,Cross-eyed,Wrist_weakness,,,
413,Allergy to animals,Nasal_congestion,Itchiness_of_eye,Cough,Fever,Sore_throat,Smoking_problems,Acne_or_pimples,Peripheral_edema,Abnormal_appearing_skin,Cross-eyed,Wrist_weakness
413,Allergy to animals,Nasal_congestion,Itchiness_of_eye,Sore_throat,Smoking_problems,Acne_or_pimples,Peripheral_edema,Abnormal_appearing_skin,Cross-eyed,Wrist_weakness,,
413,Allergy to animals,Nasal_congestion,Itchiness_of_eye,Cough,Fever,Sore_throat,Smoking_problems,Acne_or_pimples,Peripheral_edema,Abnormal_appearing_skin,,
413,Allergy to animals,Nasal_congestion,Itchiness_of_eye,Sore_throat,Smoking_problems,Acne_or_pimples,Peripheral_edema,Abnormal_appearing_skin,Cross-eyed,Wrist_weakness,,
413,Allergy to animals,Nasal_congestion,Itchiness_of_eye,Cough,Fever,Sore_throat,Acne_or_pimples,Peripheral_edema,Abnormal_appearing_skin,Cross-eyed,Wrist_weakness,
413,Allergy to animals,Nasal_congestion,Itchiness_of_eye,Sore_throat,Smoking_problems,Acne_or_pimples,Abnormal_appearing_skin,Cross-eyed,Wrist_weakness,,,
413,Allergy to animals,Nasal_congestion,Itchiness_of_eye,Cough,Fever,Sore_throat,Acne_or_pimples,Peripheral_edema,Abnormal_appearing_skin,,,
413,Allergy to animals,Nasal_congestion,Itchiness_of_eye,Sore_throat,Smoking_problems,Acne_or_pimples,Abnormal_appearing_skin,Cross-eyed,Wrist_weakness,,,
414,Orthostatic hypotension,Dizziness,Weakness,Headache,Sharp_chest_pain,Feeling_ill,Fatigue,Irregular_heartbeat,Increased_heart_rate,Hurts_to_breath,Abnormal_involuntary_movements,Palpitations
414,Orthostatic hypotension,Dizziness,Weakness,Feeling_ill,Fatigue,Irregular_heartbeat,Increased_heart_rate,Hurts_to_breath,Abnormal_involuntary_movements,Palpitations,,
414,Orthostatic hypotension,Dizziness,Weakness,Headache,Sharp_chest_pain,Feeling_ill,Fatigue,Irregular_heartbeat,Increased_heart_rate,Hurts_to_breath,,
414,Orthostatic hypotension,Dizziness,Weakness,Feeling_ill,Fatigue,Irregular_heartbeat,Increased_heart_rate,Hurts_to_breath,Abnormal_involuntary_movements,Palpitations,,
414,Orthostatic hypotension,Dizziness,Weakness,Headache,Sharp_chest_pain,Feeling_ill,Irregular_heartbeat,Increased_heart_rate,Hurts_to_breath,Abnormal_involuntary_movements,Palpitations,
414,Orthostatic hypotension,Dizziness,Weakness,Feeling_ill,Fatigue,Irregular_heartbeat,Hurts_to_breath,Abnormal_involuntary_movements,Palpitations,,,
414,Orthostatic hypotension,Dizziness,Weakness,Headache,Sharp_chest_pain,Feeling_ill,Irregular_heartbeat,Increased_heart_rate,Hurts_to_breath,,,
414,Orthostatic hypotension,Dizziness,Weakness,Feeling_ill,Fatigue,Irregular_heartbeat,Hurts_to_breath,Abnormal_involuntary_movements,Palpitations,,,
414,Orthostatic hypotension,Dizziness,Weakness,Headache,Sharp_chest_pain,Feeling_ill,Fatigue,Irregular_heartbeat,Increased_heart_rate,Hurts_to_breath,Abnormal_involuntary_movements,Palpitations
414,Orthostatic hypotension,Dizziness,Weakness,Feeling_ill,Fatigue,Irregular_heartbeat,Increased_heart_rate,Hurts_to_breath,Abnormal_involuntary_movements,Palpitations,,
414,Orthostatic hypotension,Dizziness,Weakness,Headache,Sharp_chest_pain,Feeling_ill,Fatigue,Irregular_heartbeat,Increased_heart_rate,Hurts_to_breath,,
414,Orthostatic hypotension,Dizziness,Weakness,Feeling_ill,Fatigue,Irregular_heartbeat,Increased_heart_rate,Hurts_to_breath,Abnormal_involuntary_movements,Palpitations,,
414,Orthostatic hypotension,Dizziness,Weakness,Headache,Sharp_chest_pain,Feeling_ill,Irregular_heartbeat,Increased_heart_rate,Hurts_to_breath,Abnormal_involuntary_movements,Palpitations,
414,Orthostatic hypotension,Dizziness,Weakness,Feeling_ill,Fatigue,Irregular_heartbeat,Hurts_to_breath,Abnormal_involuntary_movements,Palpitations,,,
414,Orthostatic hypotension,Dizziness,Weakness,Headache,Sharp_chest_pain,Feeling_ill,Irregular_heartbeat,Increased_heart_rate,Hurts_to_breath,,,
414,Orthostatic hypotension,Dizziness,Weakness,Feeling_ill,Fatigue,Irregular_heartbeat,Hurts_to_breath,Abnormal_involuntary_movements,Palpitations,,,
415,Obstructive sleep apnea (OSA),Abnormal_breathing_sounds,Sleepiness,Difficulty_breathing,Fatigue,Insomnia,Shortness_of_breath,Abnormal_involuntary_movements,Weight_gain,Difficulty_in_swallowing,Mouth_dryness,Sweating
415,Obstructive sleep apnea (OSA),Abnormal_breathing_sounds,Sleepiness,Insomnia,Shortness_of_breath,Abnormal_involuntary_movements,Weight_gain,Difficulty_in_swallowing,Mouth_dryness,Sweating,,
415,Obstructive sleep apnea (OSA),Abnormal_breathing_sounds,Sleepiness,Difficulty_breathing,Fatigue,Insomnia,Shortness_of_breath,Abnormal_involuntary_movements,Weight_gain,Difficulty_in_swallowing,,
415,Obstructive sleep apnea (OSA),Abnormal_breathing_sounds,Sleepiness,Insomnia,Shortness_of_breath,Abnormal_involuntary_movements,Weight_gain,Difficulty_in_swallowing,Mouth_dryness,Sweating,,
415,Obstructive sleep apnea (OSA),Abnormal_breathing_sounds,Sleepiness,Difficulty_breathing,Fatigue,Insomnia,Abnormal_involuntary_movements,Weight_gain,Difficulty_in_swallowing,Mouth_dryness,Sweating,
415,Obstructive sleep apnea (OSA),Abnormal_breathing_sounds,Sleepiness,Insomnia,Shortness_of_breath,Abnormal_involuntary_movements,Difficulty_in_swallowing,Mouth_dryness,Sweating,,,
415,Obstructive sleep apnea (OSA),Abnormal_breathing_sounds,Sleepiness,Difficulty_breathing,Fatigue,Insomnia,Abnormal_involuntary_movements,Weight_gain,Difficulty_in_swallowing,,,
415,Obstructive sleep apnea (OSA),Abnormal_breathing_sounds,Sleepiness,Insomnia,Shortness_of_breath,Abnormal_involuntary_movements,Difficulty_in_swallowing,Mouth_dryness,Sweating,,,
415,Obstructive sleep apnea (OSA),Abnormal_breathing_sounds,Sleepiness,Difficulty_breathing,Fatigue,Insomnia,Shortness_of_breath,Abnormal_involuntary_movements,Weight_gain,Difficulty_in_swallowing,Mouth_dryness,Sweating
415,Obstructive sleep apnea (OSA),Abnormal_breathing_sounds,Sleepiness,Insomnia,Shortness_of_breath,Abnormal_involuntary_movements,Weight_gain,Difficulty_in_swallowing,Mouth_dryness,Sweating,,
415,Obstructive sleep apnea (OSA),Abnormal_breathing_sounds,Sleepiness,Difficulty_breathing,Fatigue,Insomnia,Shortness_of_breath,Abnormal_involuntary_movements,Weight_gain,Difficulty_in_swallowing,,
415,Obstructive sleep apnea (OSA),Abnormal_breathing_sounds,Sleepiness,Insomnia,Shortness_of_breath,Abnormal_involuntary_movements,Weight_gain,Difficulty_in_swallowing,Mouth_dryness,Sweating,,
415,Obstructive sleep apnea (OSA),Abnormal_breathing_sounds,Sleepiness,Difficulty_breathing,Fatigue,Insomnia,Abnormal_involuntary_movements,Weight_gain,Difficulty_in_swallowing,Mouth_dryness,Sweating,
415,Obstructive sleep apnea (OSA),Abnormal_breathing_sounds,Sleepiness,Insomnia,Shortness_of_breath,Abnormal_involuntary_movements,Difficulty_in_swallowing,Mouth_dryness,Sweating,,,
415,Obstructive sleep apnea (OSA),Abnormal_breathing_sounds,Sleepiness,Difficulty_breathing,Fatigue,Insomnia,Abnormal_involuntary_movements,Weight_gain,Difficulty_in_swallowing,,,
415,Obstructive sleep apnea (OSA),Abnormal_breathing_sounds,Sleepiness,Insomnia,Shortness_of_breath,Abnormal_involuntary_movements,Difficulty_in_swallowing,Mouth_dryness,Sweating,,,
416,Hypokalemia,Vomiting,Sharp_abdominal_pain,Dizziness,Sharp_chest_pain,Weakness,Diarrhea,Shortness_of_breath,Fainting,Fever,Headache,Loss_of_sensation
416,Hypokalemia,Vomiting,Sharp_abdominal_pain,Weakness,Diarrhea,Shortness_of_breath,Fainting,Fever,Headache,Loss_of_sensation,,
416,Hypokalemia,Vomiting,Sharp_abdominal_pain,Dizziness,Sharp_chest_pain,Weakness,Diarrhea,Shortness_of_breath,Fainting,Fever,,
416,Hypokalemia,Vomiting,Sharp_abdominal_pain,Weakness,Diarrhea,Shortness_of_breath,Fainting,Fever,Headache,Loss_of_sensation,,
416,Hypokalemia,Vomiting,Sharp_abdominal_pain,Dizziness,Sharp_chest_pain,Weakness,Shortness_of_breath,Fainting,Fever,Headache,Loss_of_sensation,
416,Hypokalemia,Vomiting,Sharp_abdominal_pain,Weakness,Diarrhea,Shortness_of_breath,Fever,Headache,Loss_of_sensation,,,
416,Hypokalemia,Vomiting,Sharp_abdominal_pain,Dizziness,Sharp_chest_pain,Weakness,Shortness_of_breath,Fainting,Fever,,,
416,Hypokalemia,Vomiting,Sharp_abdominal_pain,Weakness,Diarrhea,Shortness_of_breath,Fever,Headache,Loss_of_sensation,,,
416,Hypokalemia,Vomiting,Sharp_abdominal_pain,Dizziness,Sharp_chest_pain,Weakness,Diarrhea,Shortness_of_breath,Fainting,Fever,Headache,Loss_of_sensation
416,Hypokalemia,Vomiting,Sharp_abdominal_pain,Weakness,Diarrhea,Shortness_of_breath,Fainting,Fever,Headache,Loss_of_sensation,,
416,Hypokalemia,Vomiting,Sharp_abdominal_pain,Dizziness,Sharp_chest_pain,Weakness,Diarrhea,Shortness_of_breath,Fainting,Fever,,
416,Hypokalemia,Vomiting,Sharp_abdominal_pain,Weakness,Diarrhea,Shortness_of_breath,Fainting,Fever,Headache,Loss_of_sensation,,
416,Hypokalemia,Vomiting,Sharp_abdominal_pain,Dizziness,Sharp_chest_pain,Weakness,Shortness_of_breath,Fainting,Fever,Headache,Loss_of_sensation,
416,Hypokalemia,Vomiting,Sharp_abdominal_pain,Weakness,Diarrhea,Shortness_of_breath,Fever,Headache,Loss_of_sensation,,,
416,Hypokalemia,Vomiting,Sharp_abdominal_pain,Dizziness,Sharp_chest_pain,Weakness,Shortness_of_breath,Fainting,Fever,,,
416,Hypokalemia,Vomiting,Sharp_abdominal_pain,Weakness,Diarrhea,Shortness_of_breath,Fever,Headache,Loss_of_sensation,,,
417,Dislocation of the shoulder,Shoulder_pain,Wrist_pain,Shoulder_stiffness_or_tightness,Arm_stiffness_or_tightness,Arm_swelling,Redness_in_or_around_nose,Neck_mass,Leg_weakness,Shoulder_lump_or_mass,,
417,Dislocation of the shoulder,Shoulder_pain,Wrist_pain,Arm_swelling,Redness_in_or_around_nose,Neck_mass,Leg_weakness,Shoulder_lump_or_mass,,,,
417,Dislocation of the shoulder,Shoulder_pain,Wrist_pain,Shoulder_stiffness_or_tightness,Arm_stiffness_or_tightness,Arm_swelling,Redness_in_or_around_nose,Neck_mass,Leg_weakness,Shoulder_lump_or_mass,,
417,Dislocation of the shoulder,Shoulder_pain,Wrist_pain,Arm_swelling,Redness_in_or_around_nose,Neck_mass,Leg_weakness,Shoulder_lump_or_mass,,,,
417,Dislocation of the shoulder,Shoulder_pain,Wrist_pain,Shoulder_stiffness_or_tightness,Arm_stiffness_or_tightness,Arm_swelling,Neck_mass,Leg_weakness,Shoulder_lump_or_mass,,,
417,Dislocation of the shoulder,Shoulder_pain,Wrist_pain,Arm_swelling,Redness_in_or_around_nose,Neck_mass,Shoulder_lump_or_mass,,,,,
417,Dislocation of the shoulder,Shoulder_pain,Wrist_pain,Shoulder_stiffness_or_tightness,Arm_stiffness_or_tightness,Arm_swelling,Neck_mass,Leg_weakness,Shoulder_lump_or_mass,,,
417,Dislocation of the shoulder,Shoulder_pain,Wrist_pain,Arm_swelling,Redness_in_or_around_nose,Neck_mass,Shoulder_lump_or_mass,,,,,
417,Dislocation of the shoulder,Shoulder_pain,Wrist_pain,Shoulder_stiffness_or_tightness,Arm_stiffness_or_tightness,Arm_swelling,Redness_in_or_around_nose,Neck_mass,Leg_weakness,Shoulder_lump_or_mass,,
417,Dislocation of the shoulder,Shoulder_pain,Wrist_pain,Arm_swelling,Redness_in_or_around_nose,Neck_mass,Leg_weakness,Shoulder_lump_or_mass,,,,
417,Dislocation of the shoulder,Shoulder_pain,Wrist_pain,Shoulder_stiffness_or_tightness,Arm_stiffness_or_tightness,Arm_swelling,Redness_in_or_around_nose,Neck_mass,Leg_weakness,Shoulder_lump_or_mass,,
417,Dislocation of the shoulder,Shoulder_pain,Wrist_pain,Arm_swelling,Redness_in_or_around_nose,Neck_mass,Leg_weakness,Shoulder_lump_or_mass,,,,
417,Dislocation of the shoulder,Shoulder_pain,Wrist_pain,Shoulder_stiffness_or_tightness,Arm_stiffness_or_tightness,Arm_swelling,Neck_mass,Leg_weakness,Shoulder_lump_or_mass,,,
417,Dislocation of the shoulder,Shoulder_pain,Wrist_pain,Arm_swelling,Redness_in_or_around_nose,Neck_mass,Shoulder_lump_or_mass,,,,,
417,Dislocation of the shoulder,Shoulder_pain,Wrist_pain,Shoulder_stiffness_or_tightness,Arm_stiffness_or_tightness,Arm_swelling,Neck_mass,Leg_weakness,Shoulder_lump_or_mass,,,
417,Dislocation of the shoulder,Shoulder_pain,Wrist_pain,Arm_swelling,Redness_in_or_around_nose,Neck_mass,Shoulder_lump_or_mass,,,,,
418,Intussusception,Sharp_abdominal_pain,Diarrhea,Regurgitation,Constipation,Upper_abdominal_pain,Blood_in_stool,Nausea,Cross-eyed,Itchy_eyelid,Excessive_growth,Emotional_symptoms
418,Intussusception,Sharp_abdominal_pain,Diarrhea,Upper_abdominal_pain,Blood_in_stool,Nausea,Cross-eyed,Itchy_eyelid,Excessive_growth,Emotional_symptoms,,
418,Intussusception,Sharp_abdominal_pain,Diarrhea,Regurgitation,Constipation,Upper_abdominal_pain,Blood_in_stool,Nausea,Cross-eyed,Itchy_eyelid,,
418,Intussusception,Sharp_abdominal_pain,Diarrhea,Upper_abdominal_pain,Blood_in_stool,Nausea,Cross-eyed,Itchy_eyelid,Excessive_growth,Emotional_symptoms,,
418,Intussusception,Sharp_abdominal_pain,Diarrhea,Regurgitation,Constipation,Upper_abdominal_pain,Nausea,Cross-eyed,Itchy_eyelid,Excessive_growth,Emotional_symptoms,
418,Intussusception,Sharp_abdominal_pain,Diarrhea,Upper_abdominal_pain,Blood_in_stool,Nausea,Itchy_eyelid,Excessive_growth,Emotional_symptoms,,,
418,Intussusception,Sharp_abdominal_pain,Diarrhea,Regurgitation,Constipation,Upper_abdominal_pain,Nausea,Cross-eyed,Itchy_eyelid,,,
418,Intussusception,Sharp_abdominal_pain,Diarrhea,Upper_abdominal_pain,Blood_in_stool,Nausea,Itchy_eyelid,Excessive_growth,Emotional_symptoms,,,
418,Intussusception,Sharp_abdominal_pain,Diarrhea,Regurgitation,Constipation,Upper_abdominal_pain,Blood_in_stool,Nausea,Cross-eyed,Itchy_eyelid,Excessive_growth,Emotional_symptoms
418,Intussusception,Sharp_abdominal_pain,Diarrhea,Upper_abdominal_pain,Blood_in_stool,Nausea,Cross-eyed,Itchy_eyelid,Excessive_growth,Emotional_symptoms,,
418,Intussusception,Sharp_abdominal_pain,Diarrhea,Regurgitation,Constipation,Upper_abdominal_pain,Blood_in_stool,Nausea,Cross-eyed,Itchy_eyelid,,
418,Intussusception,Sharp_abdominal_pain,Diarrhea,Upper_abdominal_pain,Blood_in_stool,Nausea,Cross-eyed,Itchy_eyelid,Excessive_growth,Emotional_symptoms,,
418,Intussusception,Sharp_abdominal_pain,Diarrhea,Regurgitation,Constipation,Upper_abdominal_pain,Nausea,Cross-eyed,Itchy_eyelid,Excessive_growth,Emotional_symptoms,
418,Intussusception,Sharp_abdominal_pain,Diarrhea,Upper_abdominal_pain,Blood_in_stool,Nausea,Itchy_eyelid,Excessive_growth,Emotional_symptoms,,,
418,Intussusception,Sharp_abdominal_pain,Diarrhea,Regurgitation,Constipation,Upper_abdominal_pain,Nausea,Cross-eyed,Itchy_eyelid,,,
418,Intussusception,Sharp_abdominal_pain,Diarrhea,Upper_abdominal_pain,Blood_in_stool,Nausea,Itchy_eyelid,Excessive_growth,Emotional_symptoms,,,
419,Cervicitis,Sharp_abdominal_pain,Pelvic_pain,Painful_urination,Lower_abdominal_pain,Burning_abdominal_pain,Nausea,Vaginal_itching,Vaginal_pain,Cramps_and_spasms,Pain_during_pregnancy,Suprapubic_pain
419,Cervicitis,Sharp_abdominal_pain,Pelvic_pain,Burning_abdominal_pain,Nausea,Vaginal_itching,Vaginal_pain,Cramps_and_spasms,Pain_during_pregnancy,Suprapubic_pain,,
419,Cervicitis,Sharp_abdominal_pain,Pelvic_pain,Painful_urination,Lower_abdominal_pain,Burning_abdominal_pain,Nausea,Vaginal_itching,Vaginal_pain,Cramps_and_spasms,,
419,Cervicitis,Sharp_abdominal_pain,Pelvic_pain,Burning_abdominal_pain,Nausea,Vaginal_itching,Vaginal_pain,Cramps_and_spasms,Pain_during_pregnancy,Suprapubic_pain,,
419,Cervicitis,Sharp_abdominal_pain,Pelvic_pain,Painful_urination,Lower_abdominal_pain,Burning_abdominal_pain,Vaginal_itching,Vaginal_pain,Cramps_and_spasms,Pain_during_pregnancy,Suprapubic_pain,
419,Cervicitis,Sharp_abdominal_pain,Pelvic_pain,Burning_abdominal_pain,Nausea,Vaginal_itching,Cramps_and_spasms,Pain_during_pregnancy,Suprapubic_pain,,,
419,Cervicitis,Sharp_abdominal_pain,Pelvic_pain,Painful_urination,Lower_abdominal_pain,Burning_abdominal_pain,Vaginal_itching,Vaginal_pain,Cramps_and_spasms,,,
419,Cervicitis,Sharp_abdominal_pain,Pelvic_pain,Burning_abdominal_pain,Nausea,Vaginal_itching,Cramps_and_spasms,Pain_during_pregnancy,Suprapubic_pain,,,
419,Cervicitis,Sharp_abdominal_pain,Pelvic_pain,Painful_urination,Lower_abdominal_pain,Burning_abdominal_pain,Nausea,Vaginal_itching,Vaginal_pain,Cramps_and_spasms,Pain_during_pregnancy,Suprapubic_pain
419,Cervicitis,Sharp_abdominal_pain,Pelvic_pain,Burning_abdominal_pain,Nausea,Vaginal_itching,Vaginal_pain,Cramps_and_spasms,Pain_during_pregnancy,Suprapubic_pain,,
419,Cervicitis,Sharp_abdominal_pain,Pelvic_pain,Painful_urination,Lower_abdominal_pain,Burning_abdominal_pain,Nausea,Vaginal_itching,Vaginal_pain,Cramps_and_spasms,,
419,Cervicitis,Sharp_abdominal_pain,Pelvic_pain,Burning_abdominal_pain,Nausea,Vaginal_itching,Vaginal_pain,Cramps_and_spasms,Pain_during_pregnancy,Suprapubic_pain,,
419,Cervicitis,Sharp_abdominal_pain,Pelvic_pain,Painful_urination,Lower_abdominal_pain,Burning_abdominal_pain,Vaginal_itching,Vaginal_pain,Cramps_and_spasms,Pain_during_pregnancy,Suprapubic_pain,
419,Cervicitis,Sharp_abdominal_pain,Pelvic_pain,Burning_abdominal_pain,Nausea,Vaginal_itching,Cramps_and_spasms,Pain_during_pregnancy,Suprapubic_pain,,,
419,Cervicitis,Sharp_abdominal_pain,Pelvic_pain,Painful_urination,Lower_abdominal_pain,Burning_abdominal_pain,Vaginal_itching,Vaginal_pain,Cramps_and_spasms,,,
419,Cervicitis,Sharp_abdominal_pain,Pelvic_pain,Burning_abdominal_pain,Nausea,Vaginal_itching,Cramps_and_spasms,Pain_during_pregnancy,Suprapubic_pain,,,
420,Abscess of the pharynx,Sore_throat,Nasal_congestion,Cough,Difficulty_in_swallowing,Ear_pain,Headache,Sharp_chest_pain,Coughing_up_sputum,Allergic_reaction,Feeling_ill,Throat_swelling
420,Abscess of the pharynx,Sore_throat,Nasal_congestion,Ear_pain,Headache,Sharp_chest_pain,Coughing_up_sputum,Allergic_reaction,Feeling_ill,Throat_swelling,,
420,Abscess of the pharynx,Sore_throat,Nasal_congestion,Cough,Difficulty_in_swallowing,Ear_pain,Headache,Sharp_chest_pain,Coughing_up_sputum,Allergic_reaction,,
420,Abscess of the pharynx,Sore_throat,Nasal_congestion,Ear_pain,Headache,Sharp_chest_pain,Coughing_up_sputum,Allergic_reaction,Feeling_ill,Throat_swelling,,
420,Abscess of the pharynx,Sore_throat,Nasal_congestion,Cough,Difficulty_in_swallowing,Ear_pain,Sharp_chest_pain,Coughing_up_sputum,Allergic_reaction,Feeling_ill,Throat_swelling,
420,Abscess of the pharynx,Sore_throat,Nasal_congestion,Ear_pain,Headache,Sharp_chest_pain,Allergic_reaction,Feeling_ill,Throat_swelling,,,
420,Abscess of the pharynx,Sore_throat,Nasal_congestion,Cough,Difficulty_in_swallowing,Ear_pain,Sharp_chest_pain,Coughing_up_sputum,Allergic_reaction,,,
420,Abscess of the pharynx,Sore_throat,Nasal_congestion,Ear_pain,Headache,Sharp_chest_pain,Allergic_reaction,Feeling_ill,Throat_swelling,,,
420,Abscess of the pharynx,Sore_throat,Nasal_congestion,Cough,Difficulty_in_swallowing,Ear_pain,Headache,Sharp_chest_pain,Coughing_up_sputum,Allergic_reaction,Feeling_ill,Throat_swelling
420,Abscess of the pharynx,Sore_throat,Nasal_congestion,Ear_pain,Headache,Sharp_chest_pain,Coughing_up_sputum,Allergic_reaction,Feeling_ill,Throat_swelling,,
420,Abscess of the pharynx,Sore_throat,Nasal_congestion,Cough,Difficulty_in_swallowing,Ear_pain,Headache,Sharp_chest_pain,Coughing_up_sputum,Allergic_reaction,,
420,Abscess of the pharynx,Sore_throat,Nasal_congestion,Ear_pain,Headache,Sharp_chest_pain,Coughing_up_sputum,Allergic_reaction,Feeling_ill,Throat_swelling,,
420,Abscess of the pharynx,Sore_throat,Nasal_congestion,Cough,Difficulty_in_swallowing,Ear_pain,Sharp_chest_pain,Coughing_up_sputum,Allergic_reaction,Feeling_ill,Throat_swelling,
420,Abscess of the pharynx,Sore_throat,Nasal_congestion,Ear_pain,Headache,Sharp_chest_pain,Allergic_reaction,Feeling_ill,Throat_swelling,,,
420,Abscess of the pharynx,Sore_throat,Nasal_congestion,Cough,Difficulty_in_swallowing,Ear_pain,Sharp_chest_pain,Coughing_up_sputum,Allergic_reaction,,,
420,Abscess of the pharynx,Sore_throat,Nasal_congestion,Ear_pain,Headache,Sharp_chest_pain,Allergic_reaction,Feeling_ill,Throat_swelling,,,
421,Primary thrombocythemia,Dizziness,Sweating,Flatulence,Rectal_bleeding,Fluid_retention,Pain_of_the_anus,Joint_pain,Muscle_pain,Frequent_urination,Abusing_alcohol,Symptoms_of_eye
421,Primary thrombocythemia,Dizziness,Sweating,Fluid_retention,Pain_of_the_anus,Joint_pain,Muscle_pain,Frequent_urination,Abusing_alcohol,Symptoms_of_eye,,
421,Primary thrombocythemia,Dizziness,Sweating,Flatulence,Rectal_bleeding,Fluid_retention,Pain_of_the_anus,Joint_pain,Muscle_pain,Frequent_urination,,
421,Primary thrombocythemia,Dizziness,Sweating,Fluid_retention,Pain_of_the_anus,Joint_pain,Muscle_pain,Frequent_urination,Abusing_alcohol,Symptoms_of_eye,,
421,Primary thrombocythemia,Dizziness,Sweating,Flatulence,Rectal_bleeding,Fluid_retention,Joint_pain,Muscle_pain,Frequent_urination,Abusing_alcohol,Symptoms_of_eye,
421,Primary thrombocythemia,Dizziness,Sweating,Fluid_retention,Pain_of_the_anus,Joint_pain,Frequent_urination,Abusing_alcohol,Symptoms_of_eye,,,
421,Primary thrombocythemia,Dizziness,Sweating,Flatulence,Rectal_bleeding,Fluid_retention,Joint_pain,Muscle_pain,Frequent_urination,,,
421,Primary thrombocythemia,Dizziness,Sweating,Fluid_retention,Pain_of_the_anus,Joint_pain,Frequent_urination,Abusing_alcohol,Symptoms_of_eye,,,
421,Primary thrombocythemia,Dizziness,Sweating,Flatulence,Rectal_bleeding,Fluid_retention,Pain_of_the_anus,Joint_pain,Muscle_pain,Frequent_urination,Abusing_alcohol,Symptoms_of_eye
421,Primary thrombocythemia,Dizziness,Sweating,Fluid_retention,Pain_of_the_anus,Joint_pain,Muscle_pain,Frequent_urination,Abusing_alcohol,Symptoms_of_eye,,
421,Primary thrombocythemia,Dizziness,Sweating,Flatulence,Rectal_bleeding,Fluid_retention,Pain_of_the_anus,Joint_pain,Muscle_pain,Frequent_urination,,
421,Primary thrombocythemia,Dizziness,Sweating,Fluid_retention,Pain_of_the_anus,Joint_pain,Muscle_pain,Frequent_urination,Abusing_alcohol,Symptoms_of_eye,,
421,Primary thrombocythemia,Dizziness,Sweating,Flatulence,Rectal_bleeding,Fluid_retention,Joint_pain,Muscle_pain,Frequent_urination,Abusing_alcohol,Symptoms_of_eye,
